============================= test session starts =============================
platform win32 -- Python 3.12.6, pytest-8.3.4, pluggy-1.5.0 -- C:\Python312\python.exe
cachedir: .pytest_cache
rootdir: C:\Users\cabra\Projects\LifeOS
configfile: pytest.ini
testpaths: runtime/tests, tests_doc, tests_recursive
tests_recursive/test_steward_runner.py::TestAT18ExplicitDryRun::test_explicit_dry_run FAILED [ 99%]
tests_recursive/test_verifier_mock.py::test_verifier_success PASSED      [ 99%]
tests_recursive/test_verifier_mock.py::test_verifier_failure PASSED      [ 99%]
tests_recursive/test_verifier_mock.py::test_fp005_verifier_with_cwd PASSED [ 99%]
tests_recursive/test_verifier_mock.py::test_fp005_verifier_default_cwd PASSED [100%]

================================== FAILURES ===================================
___________________ TestLLMCall.test_llm_call_default_model ___________________

self = <runtime.tests.test_opencode_client.TestLLMCall object at 0x0000020586B65A30>

    def test_llm_call_default_model(self):
        """LLMCall should have sensible default model."""
        call = LLMCall(prompt="Hello")
        assert call.prompt == "Hello"
>       assert call.model == "openrouter/anthropic/claude-sonnet-4"
E       AssertionError: assert 'x-ai/grok-4.1-fast' == 'openrouter/a...aude-sonnet-4'
E         
E         - openrouter/anthropic/claude-sonnet-4
E         + x-ai/grok-4.1-fast

runtime\tests\test_opencode_client.py:37: AssertionError
_______________ TestServerState.test_call_without_server_raises _______________

self = <runtime.tests.test_opencode_client.TestServerState object at 0x0000020586B674A0>

    def test_call_without_server_raises(self):
        """Calling without server should raise error."""
        client = OpenCodeClient()
>       with pytest.raises(OpenCodeServerError, match="Server not running"):
E       Failed: DID NOT RAISE <class 'runtime.agents.opencode_client.OpenCodeServerError'>

runtime\tests\test_opencode_client.py:214: Failed
_________________ TestImports.test_import_from_agents_package _________________

self = <runtime.tests.test_opencode_client.TestImports object at 0x0000020586B67A40>

    def test_import_from_agents_package(self):
        """Should be able to import from runtime.agents."""
>       from runtime.agents import (
            OpenCodeClient,
            LLMCall,
            LLMResponse,
            OpenCodeError,
            OpenCodeServerError,
            OpenCodeTimeoutError,
        )
E       ImportError: cannot import name 'OpenCodeClient' from 'runtime.agents' (C:\Users\cabra\Projects\LifeOS\runtime\agents\__init__.py)

runtime\tests\test_opencode_client.py:258: ImportError
________________________ TestImports.test_all_exports _________________________

self = <runtime.tests.test_opencode_client.TestImports object at 0x0000020586B67BF0>

    def test_all_exports(self):
        """__all__ should export expected symbols."""
        from runtime import agents
        expected = [
            "OpenCodeClient",
            "LLMCall",
            "LLMResponse",
            "OpenCodeError",
            "OpenCodeServerError",
            "OpenCodeTimeoutError",
        ]
        for name in expected:
>           assert hasattr(agents, name), f"Missing export: {name}"
E           AssertionError: Missing export: OpenCodeClient
E           assert False
E            +  where False = hasattr(<module 'runtime.agents' from 'C:\\Users\\cabra\\Projects\\LifeOS\\runtime\\agents\\__init__.py'>, 'OpenCodeClient')

runtime\tests\test_opencode_client.py:282: AssertionError
_____________________ test_t5_canonical_evidence_capture ______________________

tmp_path = WindowsPath('C:/Users/cabra/AppData/Local/Temp/pytest-of-cabra/pytest-363/test_t5_canonical_evidence_cap0')

    def test_t5_canonical_evidence_capture(tmp_path):
        """T5: steward_runner captures multiline output without elision (Isolated)."""
    
        # 1. Setup Isolated Logging (P0-4)
        # Using tmp_path for isolation.
        # Absolute paths required for steward_runner config when running from REPO_ROOT.
        log_dir = tmp_path / "logs"
        streams_dir = log_dir / "streams"
    
        # Generate unique run ID for contamination proofing (P0-5)
        run_id = f"test_t5_{tmp_path.name}"
    
        log_dir_str = str(log_dir).replace(os.sep, '/')
        streams_dir_str = str(streams_dir).replace(os.sep, '/')
    
        config_content = f"""
    logging:
      log_dir: "{log_dir_str}"
      streams_dir: "{streams_dir_str}"
    determinism:
      timestamps: false
    """
        config_file = tmp_path / "t5_config.yaml"
        config_file.write_text(config_content, encoding="utf-8")
    
        # 2. Create a script that prints multiline output
        script_content = """
    for i in range(100):
        print(f"Line {i}: This is a test line for evidence capture verification.")
    """
        script_file = tmp_path / "print_huge.py"
        script_file.write_text(script_content, encoding="utf-8")
    
        # 3. Invoke steward_runner manually via subprocess
    
        full_config_content = f"""
    logging:
      log_dir: "{log_dir_str}"
      streams_dir: "{streams_dir_str}"
    validators:
      commands:
        - ["{sys.executable.replace(os.sep, '/')}", "{str(script_file).replace(os.sep, '/')}"]
    """
        config_file.write_text(full_config_content, encoding="utf-8")
    
        runner_path = REPO_ROOT / "scripts" / "steward_runner.py"
    
        cmd = [
            sys.executable, str(runner_path),
            "--config", str(config_file),
            "--run-id", run_id,
            "--step", "validators"
        ]
    
        # Run it
        res = subprocess.run(cmd, cwd=REPO_ROOT, capture_output=True, text=True)
        if res.returncode != 0:
            print(f"STDOUT: {res.stdout}")
            print(f"STDERR: {res.stderr}")
>       assert res.returncode == 0, f"Runner failed with code {res.returncode}"
E       AssertionError: Runner failed with code 2
E       assert 2 == 0
E        +  where 2 = CompletedProcess(args=['C:\\Python312\\python.exe', 'C:\\Users\\cabra\\Projects\\LifeOS\\scripts\\steward_runner.py', '--config', 'C:\\Users\\cabra\\AppData\\Local\\Temp\\pytest-of-cabra\\pytest-363\\test_t5_canonical_evidence_cap0\\t5_config.yaml', '--run-id', 'test_t5_test_t5_canonical_evidence_cap0', '--step', 'validators'], returncode=2, stdout='', stderr="C:\\Python312\\python.exe: can't open file 'C:\\\\Users\\\\cabra\\\\Projects\\\\LifeOS\\\\scripts\\\\steward_runner.py': [Errno 2] No such file or directory\n").returncode

runtime\tests\test_opencode_governance\test_phase1_contract.py:207: AssertionError
---------------------------- Captured stdout call -----------------------------
STDOUT: 
STDERR: C:\Python312\python.exe: can't open file 'C:\\Users\\cabra\\Projects\\LifeOS\\scripts\\steward_runner.py': [Errno 2] No such file or directory

_____________________________ test_link_integrity _____________________________

    def test_link_integrity():
        """
        Verify all internal links in canonical docs resolve to existing files.
    
        Scope:
        - docs/00_foundations/
        - docs/01_governance/
    
        Skips:
        - External links (http://, https://, mailto:)
        - Anchor-only links (#...)
        - Template tokens ({...})
        - Files outside canonical roots
        """
        repo_root = os.getcwd()
        docs_root = os.path.join(repo_root, "docs")
    
        # Uses CANONICAL_ROOTS by default (explicit allowlist)
        errors = check_links(docs_root)
    
>       assert not errors, f"Broken internal links found:\n" + "\n".join(errors)
E       AssertionError: Broken internal links found:
E         Broken link in 00_foundations\Tier_Definition_Spec_v1.1.md: ../02_protocols/F3_Tier2.5_Activation_Conditions_Checklist_v1.0.md
E         Broken link in 00_foundations\Tier_Definition_Spec_v1.1.md: ../02_protocols/F4_Tier2.5_Deactivation_Rollback_Conditions_v1.0.md
E         Broken link in 00_foundations\Tier_Definition_Spec_v1.1.md: ../02_protocols/F7_Runtime_Antigrav_Mission_Protocol_v1.0.md
E         Broken link in 01_governance\OpenCode_First_Stewardship_Policy_v1.0.md: scripts/opencode_ci_runner.py
E         Broken link in 01_governance\OpenCode_First_Stewardship_Policy_v1.0.md: scripts/opencode_gate_policy.py
E         Broken link in 01_governance\OpenCode_First_Stewardship_Policy_v1.0.md: docs/01_governance/Council_Ruling_OpenCode_DocSteward_CT2_Phase2_v1.1.md
E       assert not ['Broken link in 00_foundations\\Tier_Definition_Spec_v1.1.md: ../02_protocols/F3_Tier2.5_Activation_Conditions_Checklist_v1.0.md', 'Broken link in 00_foundations\\Tier_Definition_Spec_v1.1.md: ../02_protocols/F4_Tier2.5_Deactivation_Rollback_Conditions_v1.0.md', 'Broken link in 00_foundations\\Tier_Definition_Spec_v1.1.md: ../02_protocols/F7_Runtime_Antigrav_Mission_Protocol_v1.0.md', 'Broken link in 01_governance\\OpenCode_First_Stewardship_Policy_v1.0.md: scripts/opencode_ci_runner.py', 'Broken link in 01_governance\\OpenCode_First_Stewardship_Policy_v1.0.md: scripts/opencode_gate_policy.py', 'Broken link in 01_governance\\OpenCode_First_Stewardship_Policy_v1.0.md: docs/01_governance/Council_Ruling_OpenCode_DocSteward_CT2_Phase2_v1.1.md']

tests_doc\test_links.py:32: AssertionError
_______________ TestAT01MissingRunId.test_missing_run_id_fails ________________

self = <tests_recursive.test_steward_runner.TestAT01MissingRunId object at 0x0000020586DCEDE0>
worktree = WindowsPath('C:/Users/cabra/AppData/Local/Temp/pytest-of-cabra/pytest-363/test_missing_run_id_fails0/test_worktree')
test_config = WindowsPath('C:/Users/cabra/AppData/Local/Temp/pytest-of-cabra/pytest-363/test_missing_run_id_fails0/test_worktree/config/test_runner.yaml')

    def test_missing_run_id_fails(self, worktree: Path, test_config: Path):
        """Invoke without --run-id \u2192 exit != 0."""
        runner_path = worktree / "scripts" / "steward_runner.py"
    
        result = subprocess.run(
            ["python", str(runner_path), "--config", str(test_config.relative_to(worktree))],
            cwd=worktree,
            capture_output=True,
            text=True,
        )
    
        assert result.returncode != 0, "Should fail without --run-id"
>       assert "required" in result.stderr.lower() or "run-id" in result.stderr.lower()
E       assert ('required' in "python: can't open file 'c:\\\\users\\\\cabra\\\\appdata\\\\local\\\\temp\\\\pytest-of-cabra\\\\pytest-363\\\\test_missing_run_id_fails0\\\\test_worktree\\\\scripts\\\\steward_runner.py': [errno 2] no such file or directory\n" or 'run-id' in "python: can't open file 'c:\\\\users\\\\cabra\\\\appdata\\\\local\\\\temp\\\\pytest-of-cabra\\\\pytest-363\\\\test_missing_run_id_fails0\\\\test_worktree\\\\scripts\\\\steward_runner.py': [errno 2] no such file or directory\n")
E        +  where "python: can't open file 'c:\\\\users\\\\cabra\\\\appdata\\\\local\\\\temp\\\\pytest-of-cabra\\\\pytest-363\\\\test_missing_run_id_fails0\\\\test_worktree\\\\scripts\\\\steward_runner.py': [errno 2] no such file or directory\n" = <built-in method lower of str object at 0x000002058547E430>()
E        +    where <built-in method lower of str object at 0x000002058547E430> = "python: can't open file 'C:\\\\Users\\\\cabra\\\\AppData\\\\Local\\\\Temp\\\\pytest-of-cabra\\\\pytest-363\\\\test_missing_run_id_fails0\\\\test_worktree\\\\scripts\\\\steward_runner.py': [Errno 2] No such file or directory\n".lower
E        +      where "python: can't open file 'C:\\\\Users\\\\cabra\\\\AppData\\\\Local\\\\Temp\\\\pytest-of-cabra\\\\pytest-363\\\\test_missing_run_id_fails0\\\\test_worktree\\\\scripts\\\\steward_runner.py': [Errno 2] No such file or directory\n" = CompletedProcess(args=['python', 'C:\\Users\\cabra\\AppData\\Local\\Temp\\pytest-of-cabra\\pytest-363\\test_missing_run_id_fails0\\test_worktree\\scripts\\steward_runner.py', '--config', 'config\\test_runner.yaml'], returncode=2, stdout='', stderr="python: can't open file 'C:\\\\Users\\\\cabra\\\\AppData\\\\Local\\\\Temp\\\\pytest-of-cabra\\\\pytest-363\\\\test_missing_run_id_fails0\\\\test_worktree\\\\scripts\\\\steward_runner.py': [Errno 2] No such file or directory\n").stderr
E        +  and   "python: can't open file 'c:\\\\users\\\\cabra\\\\appdata\\\\local\\\\temp\\\\pytest-of-cabra\\\\pytest-363\\\\test_missing_run_id_fails0\\\\test_worktree\\\\scripts\\\\steward_runner.py': [errno 2] no such file or directory\n" = <built-in method lower of str object at 0x000002058547E430>()
E        +    where <built-in method lower of str object at 0x000002058547E430> = "python: can't open file 'C:\\\\Users\\\\cabra\\\\AppData\\\\Local\\\\Temp\\\\pytest-of-cabra\\\\pytest-363\\\\test_missing_run_id_fails0\\\\test_worktree\\\\scripts\\\\steward_runner.py': [Errno 2] No such file or directory\n".lower
E        +      where "python: can't open file 'C:\\\\Users\\\\cabra\\\\AppData\\\\Local\\\\Temp\\\\pytest-of-cabra\\\\pytest-363\\\\test_missing_run_id_fails0\\\\test_worktree\\\\scripts\\\\steward_runner.py': [Errno 2] No such file or directory\n" = CompletedProcess(args=['python', 'C:\\Users\\cabra\\AppData\\Local\\Temp\\pytest-of-cabra\\pytest-363\\test_missing_run_id_fails0\\test_worktree\\scripts\\steward_runner.py', '--config', 'config\\test_runner.yaml'], returncode=2, stdout='', stderr="python: can't open file 'C:\\\\Users\\\\cabra\\\\AppData\\\\Local\\\\Temp\\\\pytest-of-cabra\\\\pytest-363\\\\test_missing_run_id_fails0\\\\test_worktree\\\\scripts\\\\steward_runner.py': [Errno 2] No such file or directory\n").stderr

tests_recursive\test_steward_runner.py:243: AssertionError
____________ TestAT06NoChangeNoCommit.test_no_change_exits_success ____________

self = <tests_recursive.test_steward_runner.TestAT06NoChangeNoCommit object at 0x0000020586DCFBC0>
worktree = WindowsPath('C:/Users/cabra/AppData/Local/Temp/pytest-of-cabra/pytest-363/test_no_change_exits_success0/test_worktree')
test_config = WindowsPath('C:/Users/cabra/AppData/Local/Temp/pytest-of-cabra/pytest-363/test_no_change_exits_success0/test_worktree/config/test_runner.yaml')

    def test_no_change_exits_success(self, worktree: Path, test_config: Path):
        """Corpus runs, no changes \u2192 exit 0; no commit."""
        exit_code, log_file = run_steward(worktree, test_config, run_id="at06-test")
    
>       assert exit_code == 0, "Should succeed with no changes"
E       AssertionError: Should succeed with no changes
E       assert 2 == 0

tests_recursive\test_steward_runner.py:358: AssertionError
_____ TestAT07ChangeWithinAllowedPathsCommits.test_allowed_change_commits _____

self = <tests_recursive.test_steward_runner.TestAT07ChangeWithinAllowedPathsCommits object at 0x0000020586DCFE90>
worktree = WindowsPath('C:/Users/cabra/AppData/Local/Temp/pytest-of-cabra/pytest-363/test_allowed_change_commits0/test_worktree')
test_config = WindowsPath('C:/Users/cabra/AppData/Local/Temp/pytest-of-cabra/pytest-363/test_allowed_change_commits0/test_worktree/config/test_runner.yaml')

    def test_allowed_change_commits(self, worktree: Path, test_config: Path):
        """Corpus creates diff only within commit_paths \u2192 exactly one commit."""
        # Enable commit and create a change in allowed path
        config_content = test_config.read_text().replace(
            "commit_enabled: false",
            "commit_enabled: true"
        )
        # Make corpus create a file in docs/
        config_content = config_content.replace(
            'command: ["python", "-c", "print(\'corpus generated\')"]',
            'command: ["python", "-c", "import os; os.makedirs(\'docs\', exist_ok=True); open(\'docs/test.md\', \'w\').write(\'test\')"]'
        )
        config_content = config_content.replace(
            "commit_paths: [\"docs/\"]",
            'commit_paths: ["docs/"]'
        )
        test_config.write_text(config_content)
    
        # Commit the config change so only docs/ changes are uncommitted
        subprocess.run(["git", "add", "-A"], cwd=worktree, capture_output=True)
        subprocess.run(
            ["git", "commit", "-m", "[test] Update config for AT-07"],
            cwd=worktree,
            capture_output=True,
        )
    
        # Ensure docs dir exists
        (worktree / "docs").mkdir(exist_ok=True)
    
        head_before = subprocess.run(
            ["git", "rev-parse", "HEAD"],
            cwd=worktree,
            capture_output=True,
            text=True,
        ).stdout.strip()
    
        exit_code, log_file = run_steward(worktree, test_config, run_id="at07-test", commit=True)
    
        head_after = subprocess.run(
            ["git", "rev-parse", "HEAD"],
            cwd=worktree,
            capture_output=True,
            text=True,
        ).stdout.strip()
    
>       assert exit_code == 0, "Should succeed with allowed changes"
E       AssertionError: Should succeed with allowed changes
E       assert 2 == 0

tests_recursive\test_steward_runner.py:414: AssertionError
____________ TestAT09DryRunNeverCommits.test_dry_run_skips_commit _____________

self = <tests_recursive.test_steward_runner.TestAT09DryRunNeverCommits object at 0x0000020586DFC470>
worktree = WindowsPath('C:/Users/cabra/AppData/Local/Temp/pytest-of-cabra/pytest-363/test_dry_run_skips_commit0/test_worktree')
test_config = WindowsPath('C:/Users/cabra/AppData/Local/Temp/pytest-of-cabra/pytest-363/test_dry_run_skips_commit0/test_worktree/config/test_runner.yaml')

    def test_dry_run_skips_commit(self, worktree: Path, test_config: Path):
        """With allowable diff and --dry-run \u2192 exit 0; commit skipped."""
        # Enable commit and create allowed change
        config_content = test_config.read_text().replace(
            "commit_enabled: false",
            "commit_enabled: true"
        )
        config_content = config_content.replace(
            'command: ["python", "-c", "print(\'corpus generated\')"]',
            'command: ["python", "-c", "import os; os.makedirs(\'docs\', exist_ok=True); open(\'docs/test.md\', \'w\').write(\'test\')"]'
        )
        test_config.write_text(config_content)
    
        (worktree / "docs").mkdir(exist_ok=True)
    
        head_before = subprocess.run(
            ["git", "rev-parse", "HEAD"],
            cwd=worktree,
            capture_output=True,
            text=True,
        ).stdout.strip()
    
        # Run with --dry-run
        exit_code, log_file = run_steward(worktree, test_config, run_id="at09-test", dry_run=True)
    
        head_after = subprocess.run(
            ["git", "rev-parse", "HEAD"],
            cwd=worktree,
            capture_output=True,
            text=True,
        ).stdout.strip()
    
>       assert exit_code == 0, "Should succeed with dry-run"
E       AssertionError: Should succeed with dry-run
E       assert 2 == 0

tests_recursive\test_steward_runner.py:503: AssertionError
_____________ TestAT10LogDeterminism.test_logs_are_deterministic ______________

self = <tests_recursive.test_steward_runner.TestAT10LogDeterminism object at 0x0000020586DFC740>
worktree = WindowsPath('C:/Users/cabra/AppData/Local/Temp/pytest-of-cabra/pytest-363/test_logs_are_deterministic0/test_worktree')
test_config = WindowsPath('C:/Users/cabra/AppData/Local/Temp/pytest-of-cabra/pytest-363/test_logs_are_deterministic0/test_worktree/config/test_runner.yaml')

    def test_logs_are_deterministic(self, worktree: Path, test_config: Path):
        """Same repo state + same run_id \u2192 byte-identical JSONL."""
        run_id = "at10-determinism"
    
        # First run
        exit_code1, log_file1 = run_steward(worktree, test_config, run_id=run_id)
>       assert exit_code1 == 0
E       assert 2 == 0

tests_recursive\test_steward_runner.py:522: AssertionError
_________ TestAT11TestScopeEnforcement.test_tests_argv_includes_paths _________

self = <tests_recursive.test_steward_runner.TestAT11TestScopeEnforcement object at 0x0000020586DFC9E0>
worktree = WindowsPath('C:/Users/cabra/AppData/Local/Temp/pytest-of-cabra/pytest-363/test_tests_argv_includes_paths0/test_worktree')
test_config = WindowsPath('C:/Users/cabra/AppData/Local/Temp/pytest-of-cabra/pytest-363/test_tests_argv_includes_paths0/test_worktree/config/test_runner.yaml')

    def test_tests_argv_includes_paths(self, worktree: Path, test_config: Path):
        """tests.paths must appear in the tests step argv."""
        # Update config to have specific test paths
        config_content = test_config.read_text()
        config_content = config_content.replace(
            "paths: []",
            'paths: ["path_a", "path_b", "path_c"]'
        )
        test_config.write_text(config_content)
    
        # Commit config change
        subprocess.run(["git", "add", "-A"], cwd=worktree, capture_output=True)
        subprocess.run(
            ["git", "commit", "-m", "[test] Update config for AT-11"],
            cwd=worktree,
            capture_output=True,
        )
    
        exit_code, log_file = run_steward(worktree, test_config, run_id="at11-test")
    
        # Test passes or fails, but we need to check the argv
>       assert log_file is not None, "Should have log file"
E       AssertionError: Should have log file
E       assert None is not None

tests_recursive\test_steward_runner.py:563: AssertionError
_ TestAT13FailClosedUnsafePaths.test_unsafe_path_fails[../docs/-path_traversal] _

self = <tests_recursive.test_steward_runner.TestAT13FailClosedUnsafePaths object at 0x0000020586DFD010>
worktree = WindowsPath('C:/Users/cabra/AppData/Local/Temp/pytest-of-cabra/pytest-363/test_unsafe_path_fails____docs0/test_worktree')
test_config = WindowsPath('C:/Users/cabra/AppData/Local/Temp/pytest-of-cabra/pytest-363/test_unsafe_path_fails____docs0/test_worktree/config/test_runner.yaml')
unsafe_path = '../docs/', expected_error = 'path_traversal'

    @pytest.mark.parametrize("unsafe_path,expected_error", [
        ("../docs/", "path_traversal"),
        ("docs/../other/", "path_traversal"),
        ("docs/*.md", "glob_pattern"),
        ("docs/?.md", "glob_pattern"),
        ("C:/temp/", "absolute_path_windows"),
        ("C:\\temp\\", "absolute_path_windows"),
        ("/absolute/path/", "absolute_path_unix"),
        ("/absolute/path/", "absolute_path_unix"),
        ("//server/share/", "absolute_path_unc"),
        ("docs%2Ffolder", "url_encoded_chars"),  # P2-B
    ])
    def test_unsafe_path_fails(self, worktree: Path, test_config: Path, unsafe_path: str, expected_error: str):
        """Unsafe paths fail closed with clear error reason."""
        # Update config with unsafe path
        config_content = test_config.read_text()
        # Escape for YAML
        escaped_path = unsafe_path.replace("\\", "\\\\")
        config_content = config_content.replace(
            'commit_paths: ["docs/"]',
            f'commit_paths: ["{escaped_path}"]'
        )
        config_content = config_content.replace(
            "commit_enabled: false",
            "commit_enabled: true"
        )
        # Create a change so commit is attempted
        config_content = config_content.replace(
            'command: ["python", "-c", "print(\'corpus generated\')"]',
            'command: ["python", "-c", "import os; os.makedirs(\'docs\', exist_ok=True); open(\'docs/test.md\', \'w\').write(\'test\')"]'
        )
        test_config.write_text(config_content)
    
        (worktree / "docs").mkdir(exist_ok=True)
    
        (worktree / "docs").mkdir(exist_ok=True)
    
        exit_code, log_file = run_steward(worktree, test_config, run_id=f"at13-{expected_error}", commit=True)
    
        assert exit_code != 0, f"Should fail with unsafe path: {unsafe_path}"
>       assert log_file is not None
E       assert None is not None

tests_recursive\test_steward_runner.py:683: AssertionError
_ TestAT13FailClosedUnsafePaths.test_unsafe_path_fails[docs/../other/-path_traversal] _

self = <tests_recursive.test_steward_runner.TestAT13FailClosedUnsafePaths object at 0x0000020586DFD310>
worktree = WindowsPath('C:/Users/cabra/AppData/Local/Temp/pytest-of-cabra/pytest-363/test_unsafe_path_fails_docs___0/test_worktree')
test_config = WindowsPath('C:/Users/cabra/AppData/Local/Temp/pytest-of-cabra/pytest-363/test_unsafe_path_fails_docs___0/test_worktree/config/test_runner.yaml')
unsafe_path = 'docs/../other/', expected_error = 'path_traversal'

    @pytest.mark.parametrize("unsafe_path,expected_error", [
        ("../docs/", "path_traversal"),
        ("docs/../other/", "path_traversal"),
        ("docs/*.md", "glob_pattern"),
        ("docs/?.md", "glob_pattern"),
        ("C:/temp/", "absolute_path_windows"),
        ("C:\\temp\\", "absolute_path_windows"),
        ("/absolute/path/", "absolute_path_unix"),
        ("/absolute/path/", "absolute_path_unix"),
        ("//server/share/", "absolute_path_unc"),
        ("docs%2Ffolder", "url_encoded_chars"),  # P2-B
    ])
    def test_unsafe_path_fails(self, worktree: Path, test_config: Path, unsafe_path: str, expected_error: str):
        """Unsafe paths fail closed with clear error reason."""
        # Update config with unsafe path
        config_content = test_config.read_text()
        # Escape for YAML
        escaped_path = unsafe_path.replace("\\", "\\\\")
        config_content = config_content.replace(
            'commit_paths: ["docs/"]',
            f'commit_paths: ["{escaped_path}"]'
        )
        config_content = config_content.replace(
            "commit_enabled: false",
            "commit_enabled: true"
        )
        # Create a change so commit is attempted
        config_content = config_content.replace(
            'command: ["python", "-c", "print(\'corpus generated\')"]',
            'command: ["python", "-c", "import os; os.makedirs(\'docs\', exist_ok=True); open(\'docs/test.md\', \'w\').write(\'test\')"]'
        )
        test_config.write_text(config_content)
    
        (worktree / "docs").mkdir(exist_ok=True)
    
        (worktree / "docs").mkdir(exist_ok=True)
    
        exit_code, log_file = run_steward(worktree, test_config, run_id=f"at13-{expected_error}", commit=True)
    
        assert exit_code != 0, f"Should fail with unsafe path: {unsafe_path}"
>       assert log_file is not None
E       assert None is not None

tests_recursive\test_steward_runner.py:683: AssertionError
_ TestAT13FailClosedUnsafePaths.test_unsafe_path_fails[docs/*.md-glob_pattern] _

self = <tests_recursive.test_steward_runner.TestAT13FailClosedUnsafePaths object at 0x0000020586DFD3D0>
worktree = WindowsPath('C:/Users/cabra/AppData/Local/Temp/pytest-of-cabra/pytest-363/test_unsafe_path_fails_docs___1/test_worktree')
test_config = WindowsPath('C:/Users/cabra/AppData/Local/Temp/pytest-of-cabra/pytest-363/test_unsafe_path_fails_docs___1/test_worktree/config/test_runner.yaml')
unsafe_path = 'docs/*.md', expected_error = 'glob_pattern'

    @pytest.mark.parametrize("unsafe_path,expected_error", [
        ("../docs/", "path_traversal"),
        ("docs/../other/", "path_traversal"),
        ("docs/*.md", "glob_pattern"),
        ("docs/?.md", "glob_pattern"),
        ("C:/temp/", "absolute_path_windows"),
        ("C:\\temp\\", "absolute_path_windows"),
        ("/absolute/path/", "absolute_path_unix"),
        ("/absolute/path/", "absolute_path_unix"),
        ("//server/share/", "absolute_path_unc"),
        ("docs%2Ffolder", "url_encoded_chars"),  # P2-B
    ])
    def test_unsafe_path_fails(self, worktree: Path, test_config: Path, unsafe_path: str, expected_error: str):
        """Unsafe paths fail closed with clear error reason."""
        # Update config with unsafe path
        config_content = test_config.read_text()
        # Escape for YAML
        escaped_path = unsafe_path.replace("\\", "\\\\")
        config_content = config_content.replace(
            'commit_paths: ["docs/"]',
            f'commit_paths: ["{escaped_path}"]'
        )
        config_content = config_content.replace(
            "commit_enabled: false",
            "commit_enabled: true"
        )
        # Create a change so commit is attempted
        config_content = config_content.replace(
            'command: ["python", "-c", "print(\'corpus generated\')"]',
            'command: ["python", "-c", "import os; os.makedirs(\'docs\', exist_ok=True); open(\'docs/test.md\', \'w\').write(\'test\')"]'
        )
        test_config.write_text(config_content)
    
        (worktree / "docs").mkdir(exist_ok=True)
    
        (worktree / "docs").mkdir(exist_ok=True)
    
        exit_code, log_file = run_steward(worktree, test_config, run_id=f"at13-{expected_error}", commit=True)
    
        assert exit_code != 0, f"Should fail with unsafe path: {unsafe_path}"
>       assert log_file is not None
E       assert None is not None

tests_recursive\test_steward_runner.py:683: AssertionError
_ TestAT13FailClosedUnsafePaths.test_unsafe_path_fails[docs/?.md-glob_pattern] _

self = <tests_recursive.test_steward_runner.TestAT13FailClosedUnsafePaths object at 0x0000020586DCFCE0>
worktree = WindowsPath('C:/Users/cabra/AppData/Local/Temp/pytest-of-cabra/pytest-363/test_unsafe_path_fails_docs___2/test_worktree')
test_config = WindowsPath('C:/Users/cabra/AppData/Local/Temp/pytest-of-cabra/pytest-363/test_unsafe_path_fails_docs___2/test_worktree/config/test_runner.yaml')
unsafe_path = 'docs/?.md', expected_error = 'glob_pattern'

    @pytest.mark.parametrize("unsafe_path,expected_error", [
        ("../docs/", "path_traversal"),
        ("docs/../other/", "path_traversal"),
        ("docs/*.md", "glob_pattern"),
        ("docs/?.md", "glob_pattern"),
        ("C:/temp/", "absolute_path_windows"),
        ("C:\\temp\\", "absolute_path_windows"),
        ("/absolute/path/", "absolute_path_unix"),
        ("/absolute/path/", "absolute_path_unix"),
        ("//server/share/", "absolute_path_unc"),
        ("docs%2Ffolder", "url_encoded_chars"),  # P2-B
    ])
    def test_unsafe_path_fails(self, worktree: Path, test_config: Path, unsafe_path: str, expected_error: str):
        """Unsafe paths fail closed with clear error reason."""
        # Update config with unsafe path
        config_content = test_config.read_text()
        # Escape for YAML
        escaped_path = unsafe_path.replace("\\", "\\\\")
        config_content = config_content.replace(
            'commit_paths: ["docs/"]',
            f'commit_paths: ["{escaped_path}"]'
        )
        config_content = config_content.replace(
            "commit_enabled: false",
            "commit_enabled: true"
        )
        # Create a change so commit is attempted
        config_content = config_content.replace(
            'command: ["python", "-c", "print(\'corpus generated\')"]',
            'command: ["python", "-c", "import os; os.makedirs(\'docs\', exist_ok=True); open(\'docs/test.md\', \'w\').write(\'test\')"]'
        )
        test_config.write_text(config_content)
    
        (worktree / "docs").mkdir(exist_ok=True)
    
        (worktree / "docs").mkdir(exist_ok=True)
    
        exit_code, log_file = run_steward(worktree, test_config, run_id=f"at13-{expected_error}", commit=True)
    
        assert exit_code != 0, f"Should fail with unsafe path: {unsafe_path}"
>       assert log_file is not None
E       assert None is not None

tests_recursive\test_steward_runner.py:683: AssertionError
_ TestAT13FailClosedUnsafePaths.test_unsafe_path_fails[C:/temp/-absolute_path_windows] _

self = <tests_recursive.test_steward_runner.TestAT13FailClosedUnsafePaths object at 0x0000020586DCFA40>
worktree = WindowsPath('C:/Users/cabra/AppData/Local/Temp/pytest-of-cabra/pytest-363/test_unsafe_path_fails_C__temp0/test_worktree')
test_config = WindowsPath('C:/Users/cabra/AppData/Local/Temp/pytest-of-cabra/pytest-363/test_unsafe_path_fails_C__temp0/test_worktree/config/test_runner.yaml')
unsafe_path = 'C:/temp/', expected_error = 'absolute_path_windows'

    @pytest.mark.parametrize("unsafe_path,expected_error", [
        ("../docs/", "path_traversal"),
        ("docs/../other/", "path_traversal"),
